time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),shortwave_radiation_sum (MJ/m²),precipitation_sum (mm),rain_sum (mm),precipitation_hours (h),windspeed_10m_max (km/h),winddirection_10m_dominant (°),et0_fao_evapotranspiration (mm)
1/20/2023,27.6,14.1,20.2,18.04,0,0,0,17.9,209,3.99
1/21/2023,27,11.8,19.4,18.13,0,0,0,12.5,273,3.84
1/22/2023,25.9,13,19.2,18.04,0,0,0,10.7,287,3.64
1/23/2023,26.5,14.8,20.1,17.53,0,0,0,15.2,204,3.73
1/24/2023,26.1,13.6,19.8,18.06,0,0,0,14.6,266,3.57
1/25/2023,25,14.6,19.6,15.66,0,0,0,11.4,357,3.04
1/26/2023,23.8,15.6,19.2,10.04,0.4,0.4,4,15.4,38,1.99
1/27/2023,25.2,14.4,19.3,16.74,0.1,0.1,1,14.6,53,3
1/28/2023,27.1,14.5,20.6,17.59,0,0,0,12.7,99,3.4
1/29/2023,28.1,16.9,22.2,17.88,0,0,0,22,149,4.07
1/30/2023,26.7,15.2,20.6,17.23,0.2,0.2,1,12.3,359,3.22
1/31/2023,24.5,15.3,19.6,17.47,0,0,0,17.1,30,3.35
2/1/2023,25.2,12.2,17.9,19.8,0,0,0,16.1,43,3.99
2/2/2023,25.8,9.5,17.3,20.41,0,0,0,10.3,55,4.13
2/3/2023,26.4,10.4,18.5,20.24,0,0,0,12.2,86,4.28
2/4/2023,26.9,11,19.1,20.21,0,0,0,9.3,64,4.25
2/5/2023,27.8,14.8,21.3,20.34,0,0,0,10.5,122,4.51
2/6/2023,28.9,16.2,21.8,20,0,0,0,10.2,222,4.95
2/7/2023,28.3,14.3,21.1,20.17,0,0,0,11.6,346,4.56
2/8/2023,28.7,13.4,21,20.49,0,0,0,9.7,57,4.53
2/9/2023,30,14.9,22.6,20.48,0,0,0,9.6,189,4.76
2/10/2023,32,14.6,22.9,20.65,0,0,0,16.8,262,5.69
