time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),shortwave_radiation_sum (MJ/m²),precipitation_sum (mm),rain_sum (mm),precipitation_hours (h),windspeed_10m_max (km/h),winddirection_10m_dominant (°),et0_fao_evapotranspiration (mm)
2/3/2022,26.5,15,20,19.82,0,0,0,23.8,184,4.79
2/4/2022,23.8,11.1,17.5,20.49,0,0,0,13.7,148,4.29
2/5/2022,24.7,9.4,17.5,20.43,0,0,0,9.4,151,3.92
2/6/2022,25.9,10.8,18.5,20.44,0,0,0,12.9,321,4.37
2/7/2022,27.2,13.2,20.1,20.19,0,0,0,8.7,154,4.16
2/8/2022,27.4,11.6,19.6,20,0,0,0,9.7,159,4.24
2/9/2022,26.4,14.6,20.2,20.1,0,0,0,12.7,123,4.41
2/10/2022,24.5,13.9,18.8,20.51,0,0,0,17.8,53,4.36
2/11/2022,24,11.1,17.2,21.24,0,0,0,13.4,42,4.38
2/12/2022,25.4,10.3,17.8,21.31,0,0,0,9,27,4.13
2/13/2022,26.4,11.4,19.1,21,0,0,0,11,343,4.35
2/14/2022,27.6,14.4,20.9,18.53,0,0,0,13.4,334,4.32
2/15/2022,27.5,15,21.1,20.7,0,0,0,14.7,265,4.53
2/16/2022,25.9,13.9,20.3,18.53,0,0,0,12.1,39,4.04
2/17/2022,26.8,17.1,21.2,18.2,0,0,0,15.9,13,5.03
2/18/2022,26.4,16.5,21.4,15.52,0.1,0.1,1,15.5,348,4.04
2/19/2022,28.6,18,22.8,15.51,0.1,0.1,1,10.1,351,3.73
2/20/2022,28.2,16.1,21.8,22.03,0,0,0,13.5,116,5.23
2/21/2022,29.6,14.8,22.2,21.94,0,0,0,11.1,166,5.38
2/22/2022,31,14.5,23.1,22.15,0,0,0,13,224,5.64
2/23/2022,31.7,17.1,24,21.98,0,0,0,14.1,191,5.24
2/24/2022,30.2,15.9,22.9,22.58,0,0,0,11.5,126,5.44
2/25/2022,29.6,15.9,22.7,22.54,0,0,0,13.1,1,5.27
2/26/2022,31.3,15.3,23.2,22.5,0,0,0,12.5,268,5.69
2/27/2022,30.8,15.6,23.4,22.57,0,0,0,13.7,96,5.23
2/28/2022,29.1,17.1,22.9,21.75,0,0,0,17.1,45,5.05
3/1/2022,30.1,16.8,23.3,22.63,0,0,0,11.7,38,5.54
3/2/2022,30.4,17.3,23.8,21.8,0,0,0,15.1,9,5.36
3/3/2022,30.4,17.5,24,20.43,0.2,0.2,1,10.1,297,4.95
3/4/2022,30.8,17.2,23.8,22.57,0,0,0,14.1,82,5.61
3/5/2022,30.2,17.6,23.5,23.48,0,0,0,14.6,56,5.77
3/6/2022,31.1,15.9,23.8,23.67,0,0,0,10.9,358,5.46
3/7/2022,30.9,20,24.9,18.1,0.3,0.3,2,13.7,323,5.03
3/8/2022,29.4,20.1,24.5,20.48,0.4,0.4,1,19,288,4.88
3/9/2022,30.6,18.8,23.9,21.38,2.6,2.6,9,11.2,346,4.64
3/10/2022,31.3,17.4,24.6,23.14,0,0,0,11.2,54,5.27
3/11/2022,31.2,19.3,25.2,22.66,0,0,0,12.1,52,5.85
3/12/2022,31.7,18,24.9,24.66,0,0,0,10.8,61,5.93
3/13/2022,33.1,16.8,25.4,24.66,0,0,0,10.7,47,6.26
3/14/2022,34.9,20.9,28,24.26,0,0,0,10.4,66,6.14
3/15/2022,37,18.7,28.5,24.66,0,0,0,14.8,102,6.95
3/16/2022,37.6,21.1,29.1,24.88,0,0,0,16.2,118,7.58
3/17/2022,38.2,22,30,24.97,0,0,0,16.4,117,7.84
3/18/2022,37.7,22.8,30,24.83,0,0,0,13.6,96,7.33
3/19/2022,37.1,21.7,29.8,23.34,0,0,0,13.5,112,6.4
3/20/2022,37.1,23.2,30,23,0,0,0,15.8,136,7.04
3/21/2022,36.3,24.3,29.9,22.8,0,0,0,15.6,124,7.58
3/22/2022,36.7,22.5,29.6,23.97,0,0,0,13.2,94,7.17
3/23/2022,36.5,21.3,29.6,23.31,0,0,0,12.2,112,6.46
3/24/2022,36.7,24.7,30.4,21.46,0,0,0,11.8,131,6.77
3/25/2022,36.3,24,29.9,20.24,0,0,0,11.5,131,6.4
3/26/2022,37.7,24.5,30.3,23.46,0,0,0,17.5,113,7.68
3/27/2022,37.8,20.5,29.6,26.13,0,0,0,14.6,138,7.35
3/28/2022,38.1,22.5,30.4,26.28,0,0,0,17.9,142,8.48
3/29/2022,38.2,22.6,30.5,26.6,0,0,0,18.2,159,9.01
3/30/2022,38.3,23.3,30.5,26.68,0,0,0,13.5,163,8.22
3/31/2022,38.5,22.5,30.6,26.81,0,0,0,12.3,162,7.76
4/1/2022,38.6,23.9,31.2,26.35,0,0,0,12.7,147,7.64
4/2/2022,38.8,24,31.7,26.15,0,0,0,11.7,151,7.5
4/3/2022,39.2,24.6,32,26.52,0,0,0,15.5,150,8.31
4/4/2022,39.7,23.9,31.9,27.05,0,0,0,13.8,136,8.33
4/5/2022,39.4,22.7,31.4,27.06,0,0,0,9.2,116,7.18
4/6/2022,39.5,22.7,31.9,25.49,0,0,0,10.2,131,6.96
4/7/2022,40.1,25.5,33,26.15,0,0,0,12,75,7.62
4/8/2022,40.3,24.5,33,24.79,0,0,0,10.8,360,6.85
4/9/2022,40.8,24.3,32.9,25.78,0,0,0,16.3,137,8.18
4/10/2022,40.1,26.2,33.1,26.3,0,0,0,14.9,144,8.74
4/11/2022,39.8,26.2,33,24.89,0,0,0,14.2,160,8.23
4/12/2022,39.3,26.5,32.7,25.61,0,0,0,13.1,152,8.18
4/13/2022,39.7,26.3,32.7,26.58,0,0,0,17,153,9.07
4/14/2022,39.8,25.5,32.5,27.16,0,0,0,18.3,155,9.47
4/15/2022,39,24.5,31.8,27.4,0,0,0,18,164,9.44
4/16/2022,39.3,24,31.7,26.99,0,0,0,19.4,166,9.45
4/17/2022,39.8,25.4,32.8,26.67,0,0,0,19.7,158,9.27
4/18/2022,39.9,25.5,32.9,25.87,0,0,0,19.4,155,9.27
4/19/2022,40,26.7,33.5,25.6,0,0,0,17.6,142,9.05
4/20/2022,40.4,26.6,33.7,27.32,0,0,0,20.3,143,9.48
4/21/2022,36.2,27.7,31.8,18.48,0,0,0,26.4,114,7.11
4/22/2022,38.7,26.6,32.6,25.85,0,0,0,12.5,147,7.19
4/23/2022,39.5,25.1,32.8,26.68,0,0,0,17.6,127,9.34
4/24/2022,39.5,27.8,33.4,26.19,0,0,0,20.7,146,10.1
4/25/2022,40.3,26.2,33.2,27.87,0,0,0,18.6,157,9.85
4/26/2022,40.2,25.9,33.1,28.27,0,0,0,19.4,156,9.75
4/27/2022,40.9,24.7,33.2,28.27,0,0,0,13,166,8.68
4/28/2022,41.5,26.1,34.2,28.06,0,0,0,16.1,156,8.9
4/29/2022,41.5,27.9,34.5,27.52,0,0,0,21.5,155,10.58
4/30/2022,40.5,27.1,33.9,27.91,0,0,0,21.1,181,10.06
5/1/2022,40.5,26.6,33.6,26.25,0,0,0,19.6,165,9.67
5/2/2022,39.8,27,33.3,25.49,0,0,0,22.5,168,9.17
5/3/2022,39.8,26.3,33.1,27.32,0,0,0,19.8,163,9.44
5/4/2022,39.8,25.5,32.7,27.51,0,0,0,17.1,165,9.15
5/5/2022,39.2,26,32.8,27.23,0,0,0,16.9,145,8.82
5/6/2022,39.2,27.2,33.5,24.92,0,0,0,14.5,133,8.08
5/7/2022,38.9,25.9,33.3,21.76,0,0,0,13,99,6.73
5/8/2022,41.8,27.9,34.8,26.68,0,0,0,16.2,122,8.98
5/9/2022,42,29,35.4,24.46,0,0,0,22.3,96,9.92
5/10/2022,41.6,27.5,35,23.77,0,0,0,22.9,81,9.8
5/11/2022,41.9,26.8,35.4,25.73,0,0,0,16.2,55,8.11
5/12/2022,43.3,27.6,35.7,24.48,0,0,0,17.1,120,9.34
5/13/2022,41.5,28.2,35.2,23.8,0,0,0,19.1,163,9.26
5/14/2022,41.6,26.5,34.1,25.21,0,0,0,20.7,172,9.26
5/15/2022,41,26.9,34.1,26.99,0,0,0,20.7,167,9.74
5/16/2022,40.1,27.2,33.6,28.29,0,0,0,20.6,165,9.76
5/17/2022,39.1,25.8,32.7,23.25,0,0,0,17.3,171,8.08
5/18/2022,40.2,26.3,33.3,27.13,0,0,0,15.5,157,8.72
5/19/2022,40.7,27.5,34.1,26.45,0,0,0,13.4,151,8.1
5/20/2022,41.6,28.6,34.8,26.73,0,0,0,22.7,163,10.17
5/21/2022,39,25.3,32.3,28.18,0,0,0,27.4,181,10.32
5/22/2022,38.3,24.1,30.7,27.14,0,0,0,27.4,190,8.8
5/23/2022,38.1,25,31,26.58,0.1,0.1,1,22.1,200,8.09
5/24/2022,37.1,26.4,31.5,24.71,0,0,0,21.5,193,7.07
5/25/2022,37.8,26,32.2,24.5,0.2,0.2,1,17.3,172,7.42
5/26/2022,38.1,26.8,32.5,25.07,0,0,0,19.8,176,8.83
5/27/2022,37.5,25,31.1,27.43,0,0,0,22.1,186,8.83
5/28/2022,37.1,25,30.8,26.58,0,0,0,23.2,188,8.35
5/29/2022,36.7,24.8,30.6,24.96,0,0,0,27.3,184,7.66
5/30/2022,37.7,25.2,31.5,26.29,0.1,0.1,1,19.3,199,7.98
5/31/2022,38.8,25.3,32.1,25.72,0,0,0,19.4,174,8.21
6/1/2022,39.3,26.7,33.2,23.86,0.2,0.2,1,15,81,6.89
6/2/2022,39.1,27.2,33.6,22.69,0,0,0,21.4,151,8.61
6/3/2022,40.1,27,33.6,26.42,0,0,0,20,165,9.96
6/4/2022,39.5,27.7,33.5,22.4,0,0,0,20.8,162,9.03
6/5/2022,39.9,27.5,33.9,24.39,0,0,0,18.2,154,9.25
6/6/2022,39.9,27.9,33.9,24.26,0,0,0,22.7,158,9.92
6/7/2022,40.1,26.1,33.4,27.21,0,0,0,21.1,166,10.08
6/8/2022,38,26.6,32.4,24.61,0.1,0.1,1,22.3,167,8.5
6/9/2022,38.9,27.3,33.2,25.21,0,0,0,21,179,8.72
6/10/2022,38.6,26.6,32.9,24.24,0,0,0,19.2,178,7.97
6/11/2022,38.1,27.2,31.9,22.63,1.7,1.7,5,19.2,186,6.49
6/12/2022,33.3,24.1,27.4,15.52,11.1,11.1,13,13.4,195,3.67
6/13/2022,33.8,24.5,28.7,19.9,1.9,1.9,11,12.8,170,4.97
6/14/2022,35.6,25.6,30.2,23.52,0.5,0.5,2,14.8,177,6.38
6/15/2022,35.3,25.7,30.2,21.82,0.2,0.2,1,16.8,188,6.24
6/16/2022,35,25.6,30,19.61,0.7,0.7,3,16.3,189,5.55
6/17/2022,35.6,25.7,30.3,22.14,0.5,0.5,1,15.5,199,5.86
6/18/2022,34.7,26.4,30.3,21.21,0.1,0.1,1,19.4,198,5.83
6/19/2022,34.4,25.8,29.5,20.91,2.1,2.1,3,15.4,205,5.59
6/20/2022,32.7,24.9,28.2,18.25,4.9,4.9,9,19.4,194,4.99
6/21/2022,32.8,25.4,28.1,19.26,3.6,3.6,12,19,201,4.71
6/22/2022,34.2,24.6,28.2,22.33,7,7,11,10.8,170,4.86
6/23/2022,34.8,24.2,28.9,21.72,1,1,4,9.2,118,4.75
6/24/2022,33.7,23.9,28.1,17,10.2,10.2,12,11,94,4.19
6/25/2022,34.9,25,30.1,23.34,0,0,0,9,183,5.44
6/26/2022,34,26.6,30,16.03,0.3,0.3,1,14,180,4.69
6/27/2022,31,25.4,28.3,14.27,0.8,0.8,5,12.4,200,3.8
6/28/2022,32.5,25,27.9,15.8,3.2,3.2,3,16.9,189,4.21
6/29/2022,30.5,24.3,27.4,11.71,2.8,2.8,11,19.1,190,3.36
6/30/2022,29.9,24.9,26.8,9.76,7.7,7.7,12,17,191,2.62
7/1/2022,28,24.3,25.4,7.78,15.4,15.4,16,17,199,2.34
7/2/2022,28.3,23.4,25.1,9.23,10.6,10.6,20,18.1,195,2.41
7/3/2022,28.3,23.3,25.4,8.1,5.7,5.7,16,14.5,202,2.07
7/4/2022,28,23.5,25.5,9.3,5.2,5.2,12,15.5,189,2.39
7/5/2022,28.4,23.6,25.1,7.11,25.7,25.7,24,18.8,168,1.75
7/6/2022,29.2,23.6,25.5,14.44,14.8,14.8,19,11.6,213,3.16
7/7/2022,28,23.3,25.2,8.59,15.5,15.5,23,14.1,174,1.88
7/8/2022,27.5,23.6,24.8,8.71,9.8,9.8,23,17.2,180,2.03
7/9/2022,28.9,23.5,25.5,11.54,9.1,9.1,18,19,160,2.74
7/10/2022,29.7,23.1,25.7,15.52,7.9,7.9,18,20.6,156,3.22
7/11/2022,28.4,22.7,24.8,8.01,17.6,17.6,23,18.4,146,1.77
7/12/2022,26.4,23.2,24.5,7.34,6.4,6.4,20,21.3,162,1.59
7/13/2022,26.4,22.8,23.8,5.3,25.6,25.6,24,18.5,149,1.26
7/14/2022,28.6,22.8,25.1,10.51,25.2,25.2,19,14,140,2.29
7/15/2022,27.1,23,24.1,7.36,29.4,29.4,21,13.2,204,1.62
7/16/2022,28.7,22.9,25.4,12.59,1.4,1.4,9,14,246,2.83
7/17/2022,29.4,23.9,25.5,12.53,10,10,13,14.4,178,2.78
7/18/2022,26.3,22.9,24.1,4.94,89.5,89.5,22,26.4,144,1.08
7/19/2022,24.3,22.9,23.5,4.37,31.7,31.7,18,20.2,207,0.92
7/20/2022,27.4,22.9,24.8,8.13,0.6,0.6,6,22.7,181,1.85
7/21/2022,28.9,23.7,25.8,14.98,0,0,0,22.4,180,3.26
7/22/2022,28.3,23.7,25.6,13.67,0.5,0.5,4,20.2,168,3.14
7/23/2022,25.5,23.1,23.8,4.17,8.7,8.7,24,20.5,170,1.17
7/24/2022,24.9,22.7,23.6,5,3.6,3.6,18,17.2,193,1.11
7/25/2022,24.7,22.6,23.4,5.02,10.9,10.9,24,15.3,197,1.17
7/26/2022,24.8,22.7,23.5,5.28,10.3,10.3,22,14.8,186,1.23
7/27/2022,27.6,22.8,24.7,12.41,5.3,5.3,17,16.1,179,2.68
7/28/2022,29.3,22.9,25.5,17.27,5.1,5.1,17,15.7,164,3.5
7/29/2022,29.3,23.1,25.6,15.7,3.3,3.3,7,14.5,166,3.43
7/30/2022,30,23.4,26.1,18.16,1.1,1.1,6,14,170,3.92
7/31/2022,29.1,22.2,25.7,19.08,1,1,7,16.2,178,4.04
8/1/2022,28.5,22.4,25.4,17.01,1.2,1.2,8,16.2,177,3.6
8/2/2022,28.6,23.1,25.5,15.76,3.8,3.8,12,13.1,172,3.32
8/3/2022,29.3,23.4,25.9,15.85,5.9,5.9,10,14.2,149,3.44
8/4/2022,29.9,23.2,25.8,12.8,15.9,15.9,20,9.5,119,2.8
8/5/2022,29.3,23.6,25.5,13.47,13.9,13.9,22,6.9,250,2.92
8/6/2022,29.7,23.5,26,16.3,3.3,3.3,9,10.8,172,3.39
8/7/2022,28.9,24.2,25.7,10.14,7.9,7.9,15,12,134,2.23
8/8/2022,29.6,23.3,25.3,12.9,13.4,13.4,17,10,111,2.83
8/9/2022,28.6,23.8,25.2,11.08,26.9,26.9,19,7,101,2.38
8/10/2022,24.9,23.4,23.9,3.95,34.3,34.3,24,18.6,163,0.86
8/11/2022,26.9,22.6,24.1,6.55,29.5,29.5,24,23.8,217,1.45
8/12/2022,26.8,23.2,24.7,9.77,2.6,2.6,12,23.5,224,2.17
8/13/2022,27.5,23,24.9,13.65,5.4,5.4,12,22.8,207,2.93
8/14/2022,26.9,22.9,24.6,8.58,4.4,4.4,16,19.4,178,2.14
8/15/2022,24,22.5,23,3.45,18.7,18.7,24,21.7,175,0.82
8/16/2022,23.2,22.2,22.7,3.35,42.4,42.4,24,27.1,228,0.67
8/17/2022,27.7,22.3,24.2,14.1,2.3,2.3,15,26.9,241,2.81
8/18/2022,27.7,22.7,24.8,14.23,1,1,8,20.5,219,2.91
8/19/2022,28.4,22.9,25.2,17.64,2.2,2.2,10,19.3,194,3.5
8/20/2022,27.9,23.1,24.7,10.78,1,1,7,16.3,170,2.28
8/21/2022,25.8,22.9,24,6.15,7.9,7.9,19,22.4,160,1.57
8/22/2022,23.4,22.4,22.7,2.72,40.3,40.3,24,28.5,177,0.69
8/23/2022,25.4,22.1,23.5,6.9,19,19,14,27,220,1.58
8/24/2022,28.4,22.2,24.7,16.82,1.5,1.5,10,16.7,220,3.39
8/25/2022,28,21.7,24.5,15.89,0,0,0,10,188,3.38
8/26/2022,28.7,22.3,25.2,17.58,0.8,0.8,8,13.7,161,3.78
8/27/2022,29,21.1,24.9,20.47,0,0,0,14,154,4.35
8/28/2022,28.7,21.9,24.9,14.99,0.6,0.6,6,14.4,152,3.31
8/29/2022,26.9,22.5,24.6,12.43,1.2,1.2,3,9,105,2.78
8/30/2022,29,21.5,25.4,18.27,4.9,4.9,10,9.7,86,3.92
8/31/2022,30.3,23.1,26.3,17.94,4.5,4.5,12,8.2,116,3.88
9/1/2022,29,23,25.7,13.27,9.8,9.8,13,5.6,157,2.77
9/2/2022,30.1,22.8,26.1,17.59,1.3,1.3,6,5.6,127,3.72
9/3/2022,30.8,23.1,26.6,19.68,1,1,5,10.3,165,4.26
9/4/2022,29.2,23.9,26,16.42,6.7,6.7,8,15.3,175,3.4
9/5/2022,28.1,23.1,25.3,16.13,1.9,1.9,9,14.2,180,3.35
9/6/2022,28.8,21.5,25.4,18.81,0.3,0.3,2,6.5,131,3.94
9/7/2022,30,23,26,18.22,7,7,11,11.4,67,3.89
9/8/2022,30.5,24.2,26.9,17.5,5.7,5.7,16,16,29,3.92
9/9/2022,31,24.5,27.1,19.9,2.9,2.9,10,11.4,9,4.34
9/10/2022,31,23.9,27,20.48,7.8,7.8,10,11.2,22,4.16
9/11/2022,30.5,23.4,26.1,15.7,13.4,13.4,16,14,71,3.37
9/12/2022,28.8,23.2,25.2,12.23,15.9,15.9,14,14.3,70,2.63
9/13/2022,27.7,23.1,24.7,9.26,18.8,18.8,20,9.6,152,1.99
9/14/2022,25.5,23,23.7,5.67,25.3,25.3,24,15.9,201,1.24
9/15/2022,24.4,22.5,23.3,4.45,10.1,10.1,24,16.9,221,1.08
9/16/2022,26.4,22,24,8.28,8.2,8.2,14,18.9,180,1.72
9/17/2022,28.6,22.7,25.1,17.25,0.8,0.8,5,18.2,184,3.51
9/18/2022,29.3,21.7,25.2,21.01,0,0,0,10.3,133,4.36
9/19/2022,29.6,21.2,25.4,20.57,0.1,0.1,1,13.5,131,4.48
9/20/2022,29.9,22.5,25.5,18.51,0.9,0.9,4,16.1,148,4.14
9/21/2022,28.9,22.2,25.4,19.79,0.3,0.3,3,19.2,154,4.52
9/22/2022,28.5,22.2,25,18.3,1.7,1.7,5,26.5,174,4.23
9/23/2022,24.5,21.5,22.6,5.7,10.6,10.6,14,23.3,189,1.57
9/24/2022,28.1,21.2,24.2,17.85,0,0,0,22.8,188,3.89
9/25/2022,27.7,19.6,23.6,15.96,0,0,0,13.6,180,3.39
9/26/2022,28.4,19.3,24,19.21,0,0,0,8.9,131,4.1
9/27/2022,29,20.5,24.8,19.64,0.5,0.5,4,9.7,122,4.18
9/28/2022,29.5,21.6,25.2,18.56,3.3,3.3,8,6.3,105,3.93
9/29/2022,30.3,21.7,25.8,19.09,0.3,0.3,1,8,102,4.18
9/30/2022,31.4,21.7,26.1,20.67,0.1,0.1,1,8.9,113,4.59
10/1/2022,30.5,22.3,26,19.54,0.6,0.6,4,10.6,133,4.36
10/2/2022,30.2,22,25.6,20.44,0.3,0.3,1,16.1,142,4.69
10/3/2022,30.1,21.5,25.4,19.47,0.4,0.4,2,14.3,131,4.56
10/4/2022,30.2,21.3,25.7,17.86,0,0,0,16.6,110,4.67
10/5/2022,30.2,23.3,26.1,14.9,0.7,0.7,2,11.7,91,3.93
10/6/2022,27.4,22.5,24.4,10.62,15.6,15.6,23,11.3,37,2.24
10/7/2022,27.2,22.2,23.7,8.43,21.9,21.9,24,15.4,354,1.85
10/8/2022,27,22,23.9,11.62,4.5,4.5,17,21.1,287,2.48
10/9/2022,28.4,21.7,24.6,15.44,0.6,0.6,4,15.6,242,3.21
10/10/2022,28.4,21.8,24.5,12.78,5.1,5.1,8,7.2,209,2.64
10/11/2022,28.2,21.7,24.1,13.77,6.2,6.2,16,5.4,263,2.85
10/12/2022,29.2,20.6,24.9,20.45,0,0,0,11.5,60,4.53
10/13/2022,29.2,19.3,23.8,21.85,0,0,0,12.9,48,5.06
10/14/2022,28.4,17.2,22.6,22.23,0,0,0,13,42,5.06
10/15/2022,28.1,16,21.7,22.09,0,0,0,12.2,40,4.98
10/16/2022,28.4,15.4,21.9,21.78,0,0,0,14.3,25,5.1
10/17/2022,29.4,19.4,23.9,18.23,0,0,0,12.8,14,4.23
10/18/2022,28.9,19.9,24.3,18.03,0.1,0.1,1,10,351,3.81
10/19/2022,28.8,19.6,24,17.06,0.1,0.1,1,9.5,357,4.04
10/20/2022,29.2,17.5,23.1,20.81,0,0,0,13,353,4.9
10/21/2022,29.1,18.2,23.4,20.38,0,0,0,11.5,8,4.84
10/22/2022,29.1,17.2,22.9,21.13,0,0,0,15,0,5.35
10/23/2022,30.4,16.7,23.1,20.88,0,0,0,12.8,45,5.42
10/24/2022,30.3,15.3,22.6,20.96,0,0,0,14.4,84,5.27
10/25/2022,31,17.3,23.5,20.91,0,0,0,11,155,5.26
10/26/2022,30.2,16.8,23.5,20.59,0,0,0,9.8,181,5.07
10/27/2022,30,17.4,23.7,20.3,0,0,0,9.8,231,4.81
10/28/2022,30.2,18.9,24.5,20.22,0,0,0,8.6,249,4.62
10/29/2022,30.4,17.6,24,20.02,0,0,0,9,343,4.77
10/30/2022,30.3,16.5,23.3,20.06,0,0,0,7.9,49,4.7
10/31/2022,29.6,15.9,22.6,20.15,0,0,0,14.5,32,5.07
11/1/2022,29.5,15.4,22.1,20.05,0,0,0,12.4,24,4.92
11/2/2022,31.5,17.2,24.1,19.68,0,0,0,13.6,22,4.79
11/3/2022,31.9,16.4,24,19.57,0,0,0,8.2,202,4.49
11/4/2022,31.9,19.4,25.3,19.45,0,0,0,9.4,284,4.65
11/5/2022,31.9,19.9,26,19.21,0,0,0,8.7,265,4.62
11/6/2022,31.5,19.2,25.4,18.64,0,0,0,9.5,298,4.63
11/7/2022,30.7,18.4,24.8,15.16,0,0,0,8.7,314,4.04
11/8/2022,30.1,20.1,25.1,15.07,0,0,0,9.3,278,3.91
11/9/2022,29.9,20,25,16.59,0,0,0,7.6,256,3.9
11/10/2022,29.9,20.3,24.7,16.37,0,0,0,8,50,3.79
11/11/2022,29.5,19.5,24.3,17.14,0,0,0,13.5,44,4.34
11/12/2022,28.4,18.5,23,18.48,0,0,0,13.4,34,4.52
11/13/2022,27.8,15.8,21.7,18.64,0,0,0,12.7,356,4.45
11/14/2022,28.1,15.7,21.9,18.37,0,0,0,10.8,314,4.17
11/15/2022,28.6,17.3,22.6,18.3,0,0,0,8.4,335,3.97
11/16/2022,28.6,19.5,23.3,18.34,0,0,0,8.3,233,3.9
11/17/2022,28.1,17.4,22.1,18.44,0,0,0,14.4,55,4.93
11/18/2022,26.7,14.7,20.3,18.61,0,0,0,11.1,26,4.51
11/19/2022,26.3,12.5,19.4,18.47,0,0,0,13,28,4.55
11/20/2022,26.4,12.3,19.4,18.21,0,0,0,13.2,41,4.29
11/21/2022,27.3,13.3,20,18.24,0,0,0,11.4,37,4.21
11/22/2022,27.4,12.9,19.9,18.19,0,0,0,9.7,26,4.09
11/23/2022,27.3,12.3,19.9,18.07,0,0,0,10.8,25,4.1
11/24/2022,26.8,13,19.7,17.86,0,0,0,12.1,7,4.01
11/25/2022,27,13.4,19.8,18.03,0,0,0,13.3,4,4.15
11/26/2022,27,12.1,19.7,18.12,0,0,0,10.2,2,4.19
11/27/2022,27.3,15,20.4,17.92,0,0,0,10,342,4.03
11/28/2022,27.5,13.3,20.2,17.75,0,0,0,9.5,341,4.01
11/29/2022,27.6,12.8,20,17.61,0,0,0,11.7,1,4.08
11/30/2022,27.2,13.4,20,17.31,0,0,0,10.2,6,3.87
12/1/2022,26.5,13.3,19.8,17.32,0,0,0,11.2,1,3.65
12/2/2022,26.7,12.9,19.9,17.15,0,0,0,9.6,322,3.57
12/3/2022,27.5,14.7,21.2,16.27,0,0,0,7.6,316,3.28
12/4/2022,27.9,14.9,21.8,16.66,0,0,0,9.2,316,3.45
12/5/2022,28.3,16.1,22.1,15.37,0,0,0,7,333,3.24
12/6/2022,28.2,16.8,22.7,14.56,0,0,0,9.2,25,3.05
12/7/2022,26.9,16.6,21.2,16.61,0,0,0,12.6,45,3.76
12/8/2022,26.4,12.4,19.1,17.4,0,0,0,12.9,28,4.07
12/9/2022,26.3,12.3,18.9,17.34,0,0,0,16.2,12,4.2
12/10/2022,27.3,12.7,19.6,17.23,0,0,0,11.3,6,4.08
12/11/2022,28.6,15.3,21.6,16.22,0,0,0,12.5,359,3.83
12/12/2022,28.7,18.7,23.4,14.38,0.3,0.3,3,12.4,358,3.44
12/13/2022,27.1,20,23,12.42,0.6,0.6,5,13.7,20,2.75
12/14/2022,26.8,19,22.5,12.27,0.3,0.3,1,13.7,22,3.24
12/15/2022,27.4,18.5,22.8,12.96,0,0,0,9.1,348,2.91
12/16/2022,28.4,18,23.5,14.82,0,0,0,7,19,3.05
12/17/2022,29.1,18.4,23.5,15.62,0,0,0,9.4,346,3.25
12/18/2022,28.2,17.6,22.3,16.06,0,0,0,9.8,59,3.64
12/19/2022,27.9,15.4,21.6,16.35,0,0,0,8.6,83,3.72
12/20/2022,28.1,16.4,21.4,16.38,0,0,0,9.2,116,3.66
12/21/2022,28.2,15.7,21.5,16.34,0,0,0,8.6,154,3.63
12/22/2022,28.4,17.1,22.4,16.44,0,0,0,8,187,3.53
12/23/2022,28.1,17.5,22.5,16.19,0,0,0,14.8,235,3.75
12/24/2022,25.8,13.7,19.3,16.98,0,0,0,11.9,343,3.58
12/25/2022,25.2,13,18.6,16.66,0,0,0,13,57,3.31
12/26/2022,26.4,14.1,19.9,16.11,0,0,0,11.3,58,3.03
12/27/2022,26.6,14,20.1,16.31,0,0,0,11.2,45,3.13
12/28/2022,26.2,13.2,19.4,16.74,0,0,0,10.3,55,3.55
12/29/2022,27.1,12.2,19.8,16.93,0,0,0,10.2,153,3.84
12/30/2022,28.2,16.5,21.7,16.47,0,0,0,12.3,266,3.79
12/31/2022,25,14.2,19.2,16.94,0,0,0,12.3,21,3.44
1/1/2023,23.9,12.8,18.1,16.82,0,0,0,11.8,50,3.31
1/2/2023,23.8,11.7,17.5,17.1,0,0,0,11.2,67,3.21
1/3/2023,23.3,11.4,17,17.14,0,0,0,14,53,3.3
1/4/2023,21.5,10.4,15.4,17.32,0,0,0,19.3,50,3.28
1/5/2023,21.9,10.2,15.8,14.45,0,0,0,16.1,70,2.7
1/6/2023,23.8,12.7,17.8,15.52,0,0,0,13,83,3.09
1/7/2023,24.8,12.5,18.3,17.16,0,0,0,9.8,69,3.38
1/8/2023,25,11.3,17.6,17.79,0,0,0,9.8,60,3.73
1/9/2023,25.3,10.9,17.4,18.13,0,0,0,9.2,67,3.7
1/10/2023,25.9,10.2,17.7,17.95,0,0,0,8.4,54,3.61
1/11/2023,26.3,12.9,18.9,17.79,0,0,0,10.3,181,3.88
1/12/2023,26,11.8,19.1,17.27,0,0,0,15.2,266,3.6
1/13/2023,24.9,14.7,19,17.73,0,0,0,15.1,266,3.74
1/14/2023,23.2,10.4,16.7,18.32,0,0,0,11,15,3.39
1/15/2023,22.7,10.3,16.2,18.25,0,0,0,11.3,42,3.3
1/16/2023,23.7,9.6,16.3,18.09,0,0,0,11.5,53,3.54
1/17/2023,24,10,16.8,18.21,0,0,0,10.9,41,3.66
1/18/2023,24.4,10.6,17.1,18.41,0,0,0,11.3,64,3.82
1/19/2023,25.8,11.1,18.3,18.06,0,0,0,10.1,89,3.69
